symbol,entry_time,exit_time,direction,entry,exit,exit_reason,bars_held,gross_r,net_r,atr_pct
0GUSDT,2025-12-01 04:00:00+00:00,2025-12-02 00:00:00+00:00,SHORT,1.0976706,1.175739829745755,trail,5,-1.0000000000000002,-1.0224963531178624,3.5561319464033616
0GUSDT,2026-01-08 20:00:00+00:00,2026-01-15 20:00:00+00:00,SHORT,0.9117264,0.8622586,time,42,0.910661269299421,0.8838066634126732,2.979004806005296
0GUSDT,2026-02-28 12:00:00+00:00,2026-02-28 20:00:00+00:00,SHORT,0.5938218,0.6424665409499153,trail,2,-0.999999999999999,-1.0195317080828572,4.095903935314886
0GUSDT,2026-05-08 04:00:00+00:00,2026-05-13 12:00:00+00:00,LONG,0.5611683000000001,0.5446045800276513,trail,32,-0.818688311348365,-0.8630669343800208,1.8026697210261584
0GUSDT,2026-07-25 08:00:00+00:00,2026-07-25 08:00:00+00:00,SHORT,0.16894930000000002,0.1781628299026168,trail,0,-0.9999999999999986,-1.0293393393039525,2.726714435223114
0GUSDT,2026-08-31 04:00:00+00:00,2026-08-31 12:00:00+00:00,LONG,0.18665597999999997,0.20559024784743224,trail,2,1.5749603897535562,1.5501185926580958,3.2203789320306195
1INCHUSDT,2023-11-22 00:00:00+00:00,2023-11-22 16:00:00+00:00,SHORT,0.32270316,0.3458764792402966,trail,4,-0.9999999999999998,-1.0222810142408147,3.590500824394872
1INCHUSDT,2023-11-25 08:00:00+00:00,2023-11-26 12:00:00+00:00,LONG,0.37641289,0.3573202820775481,trail,7,-0.9999999999999998,-1.0315441780633734,2.5361256786997752
1INCHUSDT,2023-12-04 08:00:00+00:00,2023-12-04 08:00:00+00:00,LONG,0.36630986,0.35404873893254224,trail,0,-1.0000000000000013,-1.047801157233132,1.6735996496869778
1INCHUSDT,2023-12-11 04:00:00+00:00,2023-12-18 04:00:00+00:00,SHORT,0.37338795,0.35150541999999996,time,42,0.7333725235046511,0.7133505269155745,3.995605515368329
1INCHUSDT,2023-12-21 20:00:00+00:00,2023-12-26 16:00:00+00:00,LONG,0.39221763,0.41958264234052783,trail,29,1.5488587202486364,1.5133395141089887,2.2523025904765923
1INCHUSDT,2024-01-11 16:00:00+00:00,2024-01-18 08:00:00+00:00,LONG,0.48704607,0.4414827462626902,trail,40,-0.999999999999999,-1.0171030918747888,4.677516824774896
1INCHUSDT,2024-01-18 20:00:00+00:00,2024-01-25 20:00:00+00:00,SHORT,0.41917421000000005,0.37761325,time,42,1.411760604142196,1.3889786997415112,3.5115589369954257
1INCHUSDT,2024-02-09 04:00:00+00:00,2024-02-16 04:00:00+00:00,LONG,0.42022603,0.45286410000000005,time,42,1.881862111333795,1.8430947482364932,2.0635914751077915
1INCHUSDT,2024-02-23 16:00:00+00:00,2024-02-25 00:00:00+00:00,LONG,0.47154142,0.48856567382061744,trail,8,0.5370476199720805,0.5132472044004973,3.361285846433578
1INCHUSDT,2024-03-26 04:00:00+00:00,2024-03-27 12:00:00+00:00,LONG,0.60428123,0.5770672950536071,trail,8,-1.0000000000000027,-1.0355277533331586,2.25176073617187
1INCHUSDT,2024-04-02 04:00:00+00:00,2024-04-08 08:00:00+00:00,SHORT,0.56253119,0.5895301260154189,trail,37,-0.7160902664044925,-0.7399622062159212,3.351214883748135
1INCHUSDT,2024-04-29 12:00:00+00:00,2024-05-04 08:00:00+00:00,SHORT,0.41227628,0.3912217297327531,trail,29,1.0584344949697349,1.025273592026023,2.41247954362984
1INCHUSDT,2024-09-04 16:00:00+00:00,2024-09-05 16:00:00+00:00,LONG,0.27318193,0.25124381077525065,trail,6,-1.0000000000000002,-1.0199238176947687,4.015294720399214
1INCHUSDT,2024-09-30 12:00:00+00:00,2024-10-07 12:00:00+00:00,SHORT,0.28871336000000003,0.26547962,time,42,1.3569638786478813,1.3299842463852796,2.9651997929895244
1INCHUSDT,2024-10-14 08:00:00+00:00,2024-10-17 16:00:00+00:00,LONG,0.26607980000000003,0.2593732311421495,trail,20,-0.6544947224785439,-0.6960415291510602,1.9255390824758831
1INCHUSDT,2024-10-23 12:00:00+00:00,2024-10-29 16:00:00+00:00,SHORT,0.26452062,0.2669205678163627,trail,37,-0.1832925372094992,-0.2156163437546013,2.474956032433072
1INCHUSDT,2025-01-03 16:00:00+00:00,2025-01-07 12:00:00+00:00,LONG,0.42042609,0.40614948262595396,trail,23,-0.7395069528549014,-0.7743508631560909,2.295953562860275
1INCHUSDT,2025-01-07 20:00:00+00:00,2025-01-14 20:00:00+00:00,SHORT,0.39548132,0.37491244,time,42,0.9616681293035892,0.9320838811633764,2.704141731804182
1INCHUSDT,2025-02-24 16:00:00+00:00,2025-02-25 20:00:00+00:00,SHORT,0.25552332,0.25746103975232393,trail,7,-0.18567946494413756,-0.22485576649667957,2.042050852929712
1INCHUSDT,2025-03-03 20:00:00+00:00,2025-03-06 04:00:00+00:00,SHORT,0.22333298,0.23955225411166672,trail,14,-1.0,-1.022031366233768,3.6311865161309242
1INCHUSDT,2025-05-08 08:00:00+00:00,2025-05-11 04:00:00+00:00,LONG,0.20026006,0.22923977641308618,trail,17,3.3442312802354457,3.3072555722726773,2.1635826440579162
1INCHUSDT,2025-05-22 04:00:00+00:00,2025-05-25 00:00:00+00:00,LONG,0.23727115999999998,0.22271166457234362,trail,17,-1.0000000000000004,-1.0260746574554278,3.0681131722153574
1INCHUSDT,2025-05-29 04:00:00+00:00,2025-05-30 00:00:00+00:00,LONG,0.24197257,0.2301510950007109,trail,5,-1.0000000000000002,-1.0327502373454482,2.442730388673619
1INCHUSDT,2025-05-30 20:00:00+00:00,2025-06-06 20:00:00+00:00,SHORT,0.21623511,0.19615882999999998,time,42,1.5994043125104476,1.571841647120232,2.9024769146020137
1INCHUSDT,2025-06-10 00:00:00+00:00,2025-06-12 04:00:00+00:00,LONG,0.21466438000000002,0.21410044272901163,trail,13,-0.06948063429918624,-0.1117974466147138,1.8905015671666061
1INCHUSDT,2025-07-23 20:00:00+00:00,2025-07-30 20:00:00+00:00,SHORT,0.28481453,0.26467938,time,42,0.9524068099951395,0.9308517246477691,3.7114211663170122
1INCHUSDT,2025-08-04 16:00:00+00:00,2025-08-05 12:00:00+00:00,LONG,0.27418223,0.2592210077027013,trail,5,-0.9999999999999999,-1.0293219069460122,2.7283355119875456
1INCHUSDT,2025-08-22 20:00:00+00:00,2025-08-25 04:00:00+00:00,LONG,0.26848052,0.2526410017925203,trail,14,-1.0000000000000029,-1.02712006933375,2.9498449659363852
1INCHUSDT,2025-08-25 20:00:00+00:00,2025-09-01 08:00:00+00:00,SHORT,0.24342695,0.2586541609683824,trail,39,-1.0000000000000002,-1.025578099680153,3.127675667871287
1INCHUSDT,2025-09-08 16:00:00+00:00,2025-09-14 12:00:00+00:00,LONG,0.25537659,0.26413464978810175,trail,35,1.0736509254478186,1.0235603220356424,1.5971059350535426
1INCHUSDT,2025-09-18 04:00:00+00:00,2025-09-19 08:00:00+00:00,LONG,0.27158145,0.26189718049247523,trail,7,-0.9999999999999998,-1.0448697054189129,1.782940165376679
1INCHUSDT,2025-09-30 12:00:00+00:00,2025-10-07 12:00:00+00:00,LONG,0.25427626,0.25542335,time,42,0.09270909401053226,0.059827668221118395,2.432984521789073
1INCHUSDT,2025-12-01 04:00:00+00:00,2025-12-01 20:00:00+00:00,SHORT,0.17644705,0.1866709107266692,trail,4,-0.9999999999999984,-1.0276133730248844,2.8971469703430053
1INCHUSDT,2025-12-02 16:00:00+00:00,2025-12-04 12:00:00+00:00,LONG,0.20036009,0.18936964624780694,trail,11,-1.0,-1.029168626056253,2.742672892638709
1INCHUSDT,2026-01-08 12:00:00+00:00,2026-01-13 16:00:00+00:00,SHORT,0.1529541,0.15931261385045897,trail,31,-0.9349764537083027,-0.9709618390638,2.223124727154793
1INCHUSDT,2026-01-19 04:00:00+00:00,2026-01-26 04:00:00+00:00,SHORT,0.1469559,0.13894167,time,42,0.8703857975754922,0.8448495545218391,3.132802261942579
1INCHUSDT,2026-02-18 20:00:00+00:00,2026-02-25 12:00:00+00:00,SHORT,0.09167249000000001,0.09362404502375829,trail,40,-0.4664425402007672,-0.5014996704023297,2.2819894138520933
1INCHUSDT,2026-02-28 08:00:00+00:00,2026-02-28 16:00:00+00:00,SHORT,0.08737378000000001,0.09192785360591664,trail,2,-1.0000000000000009,-1.0306973624269882,2.6060870926704927
1INCHUSDT,2026-03-18 20:00:00+00:00,2026-03-25 12:00:00+00:00,SHORT,0.09747075000000001,0.09742922,flip,40,0.009465803522882107,-0.026080123516953952,2.2506094695559518
1INCHUSDT,2026-05-05 04:00:00+00:00,2026-05-12 04:00:00+00:00,LONG,0.09692906999999999,0.1019694,time,42,1.712877815619446,1.6601740748114835,1.5179188189221184
1INCHUSDT,2026-05-13 16:00:00+00:00,2026-05-14 16:00:00+00:00,SHORT,0.09667099,0.10070821799735705,trail,6,-1.0000000000000009,-1.0383118278435748,2.0881279882191333
1INCHUSDT,2026-06-18 16:00:00+00:00,2026-06-25 16:00:00+00:00,SHORT,0.07227831000000001,0.06682004,time,42,1.6854579953464042,1.649747909775811,2.2402634639968277
