run_id,ts,timeframe,strategy,params,split,symbols,notes,trades,win_rate,avg_r,median_r,profit_factor,total_return_pct,max_dd_pct,sharpe,avg_dur_h,long_trades,short_trades,long_avg_r,short_avg_r,exit_sl,exit_tp,exit_trail,exit_flip
20260831_195902_donchian,2026-08-31T11:59:02.482541+00:00,4h,donchian,"{""ema"": null, ""entry_n"": 24, ""trail_mult"": 5.0}",train,160,,1276,30.8,-0.1232,-0.628,0.778,-81.37,96.57,-1.85,375.3,579.0,697.0,-0.0499,-0.1842,510.0,0.0,751.0,0.0
20260831_195904_donchian,2026-08-31T11:59:04.497135+00:00,4h,donchian,"{""ema"": 200, ""entry_n"": 24, ""trail_mult"": 5.0}",train,160,,1293,29.7,-0.1507,-0.6716,0.735,-87.21,96.9,-2.45,347.2,576.0,717.0,-0.0736,-0.2126,540.0,0.0,743.0,0.0
20260831_195906_donchian,2026-08-31T11:59:06.249308+00:00,4h,donchian,"{""ema"": null, ""entry_n"": 42, ""trail_mult"": 3.0}",train,158,,1907,34.08,-0.0674,-0.3097,0.814,-74.56,85.31,-2.03,139.4,939.0,968.0,-0.0481,-0.0861,156.0,0.0,1751.0,0.0
20260831_195908_donchian,2026-08-31T11:59:08.080738+00:00,4h,donchian,"{""ema"": 200, ""entry_n"": 42, ""trail_mult"": 3.0}",train,158,,1755,33.68,-0.0734,-0.3163,0.8,-74.54,85.08,-2.17,139.0,819.0,936.0,-0.0585,-0.0865,151.0,0.0,1604.0,0.0
20260831_195909_donchian,2026-08-31T11:59:09.965666+00:00,4h,donchian,"{""ema"": null, ""entry_n"": 42, ""trail_mult"": 5.0}",train,158,,1198,30.72,-0.1014,-0.6209,0.815,-73.26,93.52,-1.54,345.2,559.0,639.0,-0.0429,-0.1525,479.0,0.0,706.0,0.0
20260831_195911_donchian,2026-08-31T11:59:11.720974+00:00,4h,donchian,"{""ema"": 200, ""entry_n"": 42, ""trail_mult"": 5.0}",train,158,,1164,31.19,-0.1025,-0.619,0.813,-72.63,93.57,-1.53,341.6,536.0,628.0,-0.0441,-0.1524,470.0,0.0,682.0,0.0
20260831_195913_donchian,2026-08-31T11:59:13.389743+00:00,4h,donchian,"{""ema"": null, ""entry_n"": 60, ""trail_mult"": 3.0}",train,157,,1636,33.37,-0.0672,-0.3301,0.816,-69.13,80.88,-1.84,133.2,809.0,827.0,-0.0644,-0.07,135.0,0.0,1501.0,0.0
20260831_195915_donchian,2026-08-31T11:59:15.068341+00:00,4h,donchian,"{""ema"": 200, ""entry_n"": 60, ""trail_mult"": 3.0}",train,157,,1535,33.81,-0.0604,-0.3272,0.833,-63.17,79.74,-1.67,136.1,720.0,815.0,-0.0516,-0.0682,127.0,0.0,1408.0,0.0
20260831_195916_donchian,2026-08-31T11:59:16.669663+00:00,4h,donchian,"{""ema"": null, ""entry_n"": 60, ""trail_mult"": 5.0}",train,157,,1108,31.5,-0.0851,-0.6179,0.844,-64.96,90.53,-1.3,333.7,536.0,572.0,-0.0506,-0.1174,444.0,0.0,652.0,0.0
20260831_195918_donchian,2026-08-31T11:59:18.571210+00:00,4h,donchian,"{""ema"": 200, ""entry_n"": 60, ""trail_mult"": 5.0}",train,157,,1083,31.95,-0.0802,-0.617,0.853,-62.2,90.53,-1.2,332.1,514.0,569.0,-0.0435,-0.1133,436.0,0.0,636.0,0.0
20260831_195920_ema_pullback,2026-08-31T11:59:20.825245+00:00,4h,ema_pullback,"{""ema_fast"": 20, ""ema_mid"": 50, ""ema_slow"": 200, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""zone"": 0.005}",train,164,,4640,38.28,-0.4283,-1.031,0.534,-100.0,100.0,-6.21,39.3,1380.0,3260.0,-0.669,-0.3264,2859.0,1778.0,0.0,0.0
20260831_195923_ema_pullback,2026-08-31T11:59:23.125119+00:00,4h,ema_pullback,"{""ema_fast"": 20, ""ema_mid"": 50, ""ema_slow"": 200, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""zone"": 0.01}",train,164,,4640,38.28,-0.4283,-1.031,0.534,-100.0,100.0,-6.21,39.3,1380.0,3260.0,-0.669,-0.3264,2859.0,1778.0,0.0,0.0
20260831_195925_ema_pullback,2026-08-31T11:59:25.195796+00:00,4h,ema_pullback,"{""ema_fast"": 20, ""ema_mid"": 50, ""ema_slow"": 200, ""sl_mult"": 1.5, ""tp_mult"": 3.0, ""zone"": 0.005}",train,164,,4014,28.65,-0.5038,-1.0349,0.526,-100.0,100.0,-4.43,59.0,1229.0,2785.0,-0.7157,-0.4103,2860.0,1152.0,0.0,0.0
20260831_195927_ema_pullback,2026-08-31T11:59:27.378772+00:00,4h,ema_pullback,"{""ema_fast"": 20, ""ema_mid"": 50, ""ema_slow"": 200, ""sl_mult"": 1.5, ""tp_mult"": 3.0, ""zone"": 0.01}",train,164,,4014,28.65,-0.5038,-1.0349,0.526,-100.0,100.0,-4.43,59.0,1229.0,2785.0,-0.7157,-0.4103,2860.0,1152.0,0.0,0.0
20260831_195928_macd_regime,2026-08-31T11:59:28.821435+00:00,4h,macd_regime,"{""ema"": null, ""sl_mult"": 1.5, ""tp_mult"": 2.0}",train,164,,3006,37.69,-0.379,-1.0326,0.56,-100.0,100.0,-6.07,33.8,1322.0,1684.0,-0.3642,-0.3906,1871.0,1132.0,0.0,0.0
20260831_195930_macd_regime,2026-08-31T11:59:30.400419+00:00,4h,macd_regime,"{""ema"": null, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",train,164,,2812,29.02,-0.4028,-1.037,0.584,-100.0,100.0,-4.07,49.0,1239.0,1573.0,-0.3795,-0.4211,1994.0,814.0,0.0,0.0
20260831_195931_macd_regime,2026-08-31T11:59:31.852744+00:00,4h,macd_regime,"{""ema"": 200, ""sl_mult"": 1.5, ""tp_mult"": 2.0}",train,164,,2544,36.95,-0.4296,-1.0329,0.524,-100.0,100.0,-6.2,34.4,953.0,1591.0,-0.4498,-0.4175,1602.0,939.0,0.0,0.0
20260831_195933_macd_regime,2026-08-31T11:59:33.300938+00:00,4h,macd_regime,"{""ema"": 200, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",train,164,,2400,28.79,-0.4431,-1.0369,0.558,-100.0,100.0,-4.02,49.3,904.0,1496.0,-0.4471,-0.4407,1707.0,689.0,0.0,0.0
20260831_200203_st_trail,2026-08-31T12:02:03.179429+00:00,4h,st_trail,"{""ema"": 200, ""st_mult"": 3.5, ""st_period"": 10, ""trail_mult"": 3.5}",valid,122,,223,48.88,0.3917,-0.0106,2.672,133.41,16.25,2.97,127.8,119.0,104.0,0.7648,-0.0353,10.0,0.0,117.0,48.0
20260831_200206_st_trail,2026-08-31T12:02:06.820425+00:00,4h,st_trail,"{""ema"": 200, ""st_mult"": 3.5, ""st_period"": 12, ""trail_mult"": 3.5}",valid,131,,236,47.46,0.339,-0.047,2.441,117.24,15.68,2.9,135.9,119.0,117.0,0.7082,-0.0365,10.0,0.0,122.0,50.0
20260831_200210_st_trail,2026-08-31T12:02:10.483164+00:00,4h,st_trail,"{""ema"": 200, ""st_mult"": 4.0, ""st_period"": 10, ""trail_mult"": 3.5}",valid,113,,187,50.27,0.5485,0.0087,3.35,170.94,15.37,3.06,131.0,119.0,68.0,0.8673,-0.0093,11.0,0.0,119.0,26.0
20260831_201134_baseline_30m,2026-08-31T12:11:34.863638+00:00,30m,baseline_30m,"{""fast"": 22, ""htf_ema"": 50, ""rr"": 1.5, ""slow"": 55, ""trend"": 100}",train,164,,10535,45.86,-0.7464,-1.0751,0.343,-100.0,100.0,-31.8,3.1,4701.0,5834.0,-0.8306,-0.6785,5689.0,4846.0,0.0,0.0
20260831_201138_baseline_30m,2026-08-31T12:11:38.070353+00:00,30m,baseline_30m,"{""fast"": 22, ""htf_ema"": 50, ""rr"": 1.5, ""slow"": 55, ""trend"": 100}",valid,164,,3743,42.85,-0.7003,-1.0879,0.333,-100.0,100.0,-45.25,3.0,1718.0,2025.0,-0.7939,-0.6209,2127.0,1612.0,0.0,0.0
20260831_201141_baseline_30m,2026-08-31T12:11:41.482653+00:00,30m,baseline_30m,"{""fast"": 22, ""htf_ema"": 50, ""rr"": 1.5, ""slow"": 55, ""trend"": 100}",full,166,,14277,45.07,-0.7343,-1.0787,0.341,-100.0,100.0,-36.88,3.0,6419.0,7858.0,-0.8208,-0.6636,7815.0,6458.0,0.0,0.0
20260831_201211_emacross_tune,2026-08-31T12:12:11.489840+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 100}",train,161,,15862,37.72,-0.2817,-1.1449,0.63,-100.0,100.0,-14.77,1.8,6802.0,9060.0,-0.298,-0.2695,9879.0,5983.0,0.0,0.0
20260831_201216_emacross_tune,2026-08-31T12:12:16.044930+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 100}",train,162,,22392,37.54,-0.2837,-1.1444,0.628,-100.0,100.0,-14.76,1.9,10931.0,11461.0,-0.3123,-0.2564,13987.0,8405.0,0.0,0.0
20260831_201220_emacross_tune,2026-08-31T12:12:20.100631+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 100}",train,161,,15627,23.55,-0.2823,-1.1738,0.698,-100.0,100.0,-4.41,3.6,6705.0,8922.0,-0.2944,-0.2732,11947.0,3680.0,0.0,0.0
20260831_201224_emacross_tune,2026-08-31T12:12:24.635414+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 100}",train,162,,21568,23.62,-0.2766,-1.1721,0.703,-100.0,100.0,-1.43,3.7,10490.0,11078.0,-0.2996,-0.2549,16474.0,5094.0,0.0,0.0
20260831_201228_emacross_tune,2026-08-31T12:12:28.638296+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 200}",train,161,,15863,37.77,-0.2807,-1.1451,0.632,-100.0,100.0,-14.91,1.8,6776.0,9087.0,-0.2954,-0.2697,9871.0,5992.0,0.0,0.0
20260831_201232_emacross_tune,2026-08-31T12:12:32.725799+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 200}",train,161,,18126,37.7,-0.2819,-1.1452,0.63,-100.0,100.0,-15.4,1.8,8255.0,9871.0,-0.3089,-0.2593,11292.0,6834.0,0.0,0.0
20260831_201236_emacross_tune,2026-08-31T12:12:36.671097+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 200}",train,161,,15637,23.51,-0.284,-1.1744,0.696,-100.0,100.0,-4.74,3.6,6679.0,8958.0,-0.2889,-0.2803,11960.0,3677.0,0.0,0.0
20260831_201240_emacross_tune,2026-08-31T12:12:40.734913+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 200}",train,161,,17729,23.67,-0.2774,-1.1741,0.703,-100.0,100.0,-3.01,3.6,8057.0,9672.0,-0.2981,-0.2601,13533.0,4196.0,0.0,0.0
20260831_201244_emacross_tune,2026-08-31T12:12:44.523926+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 100}",train,162,,14217,37.98,-0.2748,-1.144,0.638,-100.0,100.0,-14.46,2.0,6025.0,8192.0,-0.2601,-0.2857,8817.0,5400.0,0.0,0.0
20260831_201248_emacross_tune,2026-08-31T12:12:48.941960+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 100}",train,162,,21411,37.73,-0.2781,-1.1432,0.634,-100.0,100.0,-14.58,1.9,10493.0,10918.0,-0.2972,-0.2598,13332.0,8079.0,0.0,0.0
20260831_201252_emacross_tune,2026-08-31T12:12:52.756180+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 100}",train,162,,14029,24.1,-0.2602,-1.1716,0.719,-100.0,100.0,-3.52,3.7,5956.0,8073.0,-0.2376,-0.2768,10648.0,3381.0,0.0,0.0
20260831_201257_emacross_tune,2026-08-31T12:12:57.150620+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 100}",train,162,,20768,24.11,-0.2561,-1.1698,0.723,-100.0,100.0,-1.18,3.8,10141.0,10627.0,-0.2713,-0.2417,15760.0,5008.0,0.0,0.0
20260831_201300_emacross_tune,2026-08-31T12:13:00.918654+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 200}",train,162,,13915,38.02,-0.2739,-1.1444,0.639,-100.0,100.0,-14.59,2.0,5900.0,8015.0,-0.2565,-0.2867,8624.0,5291.0,0.0,0.0
20260831_201304_emacross_tune,2026-08-31T12:13:04.852757+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 200}",train,162,,16174,37.87,-0.2766,-1.144,0.636,-100.0,100.0,-15.01,1.9,7366.0,8808.0,-0.2805,-0.2733,10049.0,6125.0,0.0,0.0
20260831_201308_emacross_tune,2026-08-31T12:13:08.639459+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 200}",train,162,,13753,24.1,-0.2601,-1.1717,0.719,-100.0,100.0,-3.74,3.7,5841.0,7912.0,-0.2359,-0.278,10438.0,3315.0,0.0,0.0
20260831_201312_emacross_tune,2026-08-31T12:13:12.595839+00:00,30m,emacross_tune,"{""fast"": 9, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 200}",train,162,,15896,24.16,-0.2568,-1.1713,0.723,-100.0,100.0,-2.37,3.7,7234.0,8662.0,-0.2573,-0.2565,12056.0,3840.0,0.0,0.0
20260831_201316_emacross_tune,2026-08-31T12:13:16.172806+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 100}",train,162,,11386,37.73,-0.2802,-1.1429,0.631,-100.0,100.0,-12.42,1.9,4933.0,6453.0,-0.2787,-0.2814,7090.0,4296.0,0.0,0.0
20260831_201320_emacross_tune,2026-08-31T12:13:20.390071+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 100}",train,162,,17474,37.71,-0.2779,-1.1424,0.634,-100.0,100.0,-13.32,1.9,8544.0,8930.0,-0.292,-0.2644,10884.0,6590.0,0.0,0.0
20260831_201323_emacross_tune,2026-08-31T12:13:23.936166+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 100}",train,162,,11329,23.6,-0.2792,-1.1725,0.7,-100.0,100.0,-3.25,3.7,4919.0,6410.0,-0.265,-0.2901,8655.0,2674.0,0.0,0.0
20260831_201327_emacross_tune,2026-08-31T12:13:27.972383+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 100}",train,162,,17237,23.68,-0.2733,-1.1706,0.706,-100.0,100.0,-3.01,3.8,8427.0,8810.0,-0.2819,-0.2651,13156.0,4081.0,0.0,0.0
20260831_201331_emacross_tune,2026-08-31T12:13:31.492084+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 200}",train,162,,11137,37.7,-0.281,-1.143,0.631,-100.0,100.0,-12.57,1.9,4829.0,6308.0,-0.28,-0.2818,6938.0,4199.0,0.0,0.0
20260831_201335_emacross_tune,2026-08-31T12:13:35.178810+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 1.5, ""trend"": 200}",train,162,,13249,37.88,-0.2753,-1.1423,0.637,-100.0,100.0,-12.32,1.9,6174.0,7075.0,-0.2831,-0.2685,8230.0,5019.0,0.0,0.0
20260831_201338_emacross_tune,2026-08-31T12:13:38.689226+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 200}",train,162,,11087,23.63,-0.2782,-1.1724,0.701,-100.0,100.0,-3.23,3.7,4820.0,6267.0,-0.2635,-0.2895,8467.0,2620.0,0.0,0.0
20260831_201342_emacross_tune,2026-08-31T12:13:42.334345+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 40, ""tp_mult"": 3.0, ""trend"": 200}",train,162,,13151,24.0,-0.2622,-1.1714,0.717,-100.0,100.0,-2.39,3.7,6136.0,7015.0,-0.2587,-0.2653,9995.0,3156.0,0.0,0.0
20260831_201345_emacross_tune,2026-08-31T12:13:45.692632+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 100}",train,162,,10067,38.06,-0.2708,-1.1433,0.642,-100.0,100.0,-12.11,1.8,4448.0,5619.0,-0.2851,-0.2595,6236.0,3831.0,0.0,0.0
20260831_201349_emacross_tune,2026-08-31T12:13:49.673938+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 100}",train,162,,16207,37.53,-0.2816,-1.1442,0.63,-100.0,100.0,-15.19,1.9,8037.0,8170.0,-0.3204,-0.2435,10125.0,6082.0,0.0,0.0
20260831_201353_emacross_tune,2026-08-31T12:13:53.344282+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 100}",train,162,,10040,24.05,-0.2603,-1.172,0.719,-100.0,100.0,-3.46,3.6,4436.0,5604.0,-0.2523,-0.2667,7625.0,2414.0,0.0,0.0
20260831_201357_emacross_tune,2026-08-31T12:13:57.513982+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 100}",train,162,,16093,23.67,-0.273,-1.1715,0.706,-100.0,100.0,-3.81,3.7,7969.0,8124.0,-0.3087,-0.2381,12284.0,3808.0,0.0,0.0
20260831_201401_emacross_tune,2026-08-31T12:14:01.046517+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 200}",train,162,,9849,38.13,-0.2686,-1.1431,0.644,-100.0,100.0,-11.78,1.8,4356.0,5493.0,-0.2837,-0.2567,6094.0,3755.0,0.0,0.0
20260831_201404_emacross_tune,2026-08-31T12:14:04.636571+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 1.5, ""trend"": 200}",train,162,,12088,38.01,-0.2695,-1.1428,0.643,-100.0,100.0,-12.74,1.8,5748.0,6340.0,-0.3021,-0.24,7493.0,4595.0,0.0,0.0
20260831_201408_emacross_tune,2026-08-31T12:14:08.110301+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": 50, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 200}",train,162,,9823,24.03,-0.261,-1.1719,0.718,-100.0,100.0,-3.39,3.6,4345.0,5478.0,-0.2498,-0.27,7463.0,2359.0,0.0,0.0
20260831_201411_emacross_tune,2026-08-31T12:14:11.726309+00:00,30m,emacross_tune,"{""fast"": 22, ""htf_ema"": null, ""sl_mult"": 1.0, ""slow"": 55, ""tp_mult"": 3.0, ""trend"": 200}",train,162,,12047,24.16,-0.2539,-1.1705,0.725,-100.0,100.0,-3.23,3.6,5727.0,6320.0,-0.2672,-0.2418,9137.0,2909.0,0.0,0.0
20260831_201420_rsi2_mr,2026-08-31T12:14:20.111963+00:00,30m,rsi2_mr,"{""buy_th"": 5, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 85, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,31775,43.23,-0.3186,-1.0816,0.617,-100.0,100.0,-6.55,4.5,7669.0,24106.0,-0.3568,-0.3064,18007.0,13766.0,0.0,0.0
20260831_201427_rsi2_mr,2026-08-31T12:14:27.049999+00:00,30m,rsi2_mr,"{""buy_th"": 5, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 90, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,26224,43.29,-0.2991,-1.0802,0.632,-100.0,100.0,-11.45,4.5,7677.0,18547.0,-0.3557,-0.2757,14848.0,11374.0,0.0,0.0
20260831_201432_rsi2_mr,2026-08-31T12:14:32.326678+00:00,30m,rsi2_mr,"{""buy_th"": 5, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 95, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,18428,43.66,-0.2919,-1.0766,0.64,-100.0,100.0,-11.25,4.5,7684.0,10744.0,-0.3627,-0.2413,10367.0,8059.0,0.0,0.0
20260831_201441_rsi2_mr,2026-08-31T12:14:41.800178+00:00,30m,rsi2_mr,"{""buy_th"": 10, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 85, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,36990,42.71,-0.3164,-1.0804,0.616,-100.0,100.0,-7.29,4.6,12913.0,24077.0,-0.3709,-0.2872,21158.0,15831.0,0.0,0.0
20260831_201449_rsi2_mr,2026-08-31T12:14:49.891467+00:00,30m,rsi2_mr,"{""buy_th"": 10, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 90, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,31457,42.64,-0.3059,-1.0791,0.624,-100.0,100.0,-11.46,4.5,12928.0,18529.0,-0.3704,-0.2609,18019.0,13437.0,0.0,0.0
20260831_201456_rsi2_mr,2026-08-31T12:14:56.319529+00:00,30m,rsi2_mr,"{""buy_th"": 10, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 95, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,23673,42.7,-0.3067,-1.0762,0.624,-100.0,100.0,-10.6,4.6,12938.0,10735.0,-0.3757,-0.2236,13549.0,10123.0,0.0,0.0
20260831_201507_rsi2_mr,2026-08-31T12:15:07.041219+00:00,30m,rsi2_mr,"{""buy_th"": 15, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 85, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,40616,42.38,-0.3376,-1.0794,0.599,-100.0,100.0,-8.53,4.6,16588.0,24028.0,-0.4094,-0.2879,23370.0,17246.0,0.0,0.0
20260831_201516_rsi2_mr,2026-08-31T12:15:16.230644+00:00,30m,rsi2_mr,"{""buy_th"": 15, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 90, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,35092,42.27,-0.3312,-1.0783,0.603,-100.0,100.0,-11.2,4.6,16606.0,18486.0,-0.4088,-0.2615,20234.0,14858.0,0.0,0.0
20260831_201524_rsi2_mr,2026-08-31T12:15:24.037348+00:00,30m,rsi2_mr,"{""buy_th"": 15, ""htf_ema"": 50, ""rsi_period"": 2, ""sell_th"": 95, ""sl_mult"": 1.5, ""tp_mult"": 2.0, ""trend"": 200}",train,164,,27334,42.21,-0.341,-1.076,0.596,-100.0,100.0,-9.72,4.6,16622.0,10712.0,-0.4161,-0.2245,15781.0,11553.0,0.0,0.0
20260831_201533_bb_mr,2026-08-31T12:15:33.027920+00:00,30m,bb_mr,"{""htf_ema"": 50, ""ndev"": 2.0, ""period"": 20, ""sl_mult"": 1.0}",train,164,,39270,40.43,-0.631,-1.1312,0.401,-100.0,100.0,-46.63,1.9,15180.0,24090.0,-0.7005,-0.5872,22778.0,16492.0,0.0,0.0
20260831_201542_bb_mr,2026-08-31T12:15:42.020426+00:00,30m,bb_mr,"{""htf_ema"": 50, ""ndev"": 2.0, ""period"": 20, ""sl_mult"": 1.5}",train,164,,33656,50.06,-0.4589,0.0012,0.435,-100.0,100.0,-36.77,2.9,12919.0,20737.0,-0.5128,-0.4253,16166.0,17490.0,0.0,0.0
20260831_201547_bb_mr,2026-08-31T12:15:47.395151+00:00,30m,bb_mr,"{""htf_ema"": 50, ""ndev"": 2.5, ""period"": 20, ""sl_mult"": 1.0}",train,164,,21310,37.61,-0.6214,-1.1443,0.412,-100.0,100.0,-29.93,1.9,7728.0,13582.0,-0.7098,-0.571,13011.0,8299.0,0.0,0.0
20260831_201552_bb_mr,2026-08-31T12:15:52.728076+00:00,30m,bb_mr,"{""htf_ema"": 50, ""ndev"": 2.5, ""period"": 20, ""sl_mult"": 1.5}",train,164,,19361,47.15,-0.4363,-1.0525,0.459,-100.0,100.0,-22.93,3.0,7037.0,12324.0,-0.4874,-0.4071,9906.0,9455.0,0.0,0.0
20260831_201600_breakout_30m,2026-08-31T12:16:00.468095+00:00,30m,breakout_30m,"{""ema"": null, ""entry_n"": 32, ""trail_mult"": 1.5}",train,161,,29318,31.4,-0.1244,-0.2976,0.638,-100.0,100.0,-6.08,4.1,14623.0,14695.0,-0.1196,-0.1292,2038.0,0.0,27280.0,0.0
20260831_201607_breakout_30m,2026-08-31T12:16:07.590496+00:00,30m,breakout_30m,"{""ema"": 200, ""entry_n"": 32, ""trail_mult"": 1.5}",train,161,,25679,31.38,-0.1264,-0.2998,0.636,-100.0,100.0,-7.41,4.0,12395.0,13284.0,-0.117,-0.1352,1902.0,0.0,23777.0,0.0
20260831_201615_breakout_30m,2026-08-31T12:16:15.013712+00:00,30m,breakout_30m,"{""ema"": null, ""entry_n"": 32, ""trail_mult"": 2.5}",train,161,,22161,32.64,-0.1404,-0.4342,0.698,-100.0,100.0,-2.45,10.0,11202.0,10959.0,-0.1296,-0.1515,4334.0,0.0,17827.0,0.0
20260831_201621_breakout_30m,2026-08-31T12:16:21.905082+00:00,30m,breakout_30m,"{""ema"": 200, ""entry_n"": 32, ""trail_mult"": 2.5}",train,161,,19832,32.89,-0.1406,-0.4339,0.698,-100.0,100.0,-2.74,9.7,9728.0,10104.0,-0.121,-0.1596,4015.0,0.0,15817.0,0.0
